"","�..","YEAR","SITEID","PLOTID","SITE.PLOT","RC_INTERP","ESG","STM","STATE_INTERP","PHASE_INTERP","REFERENCENUM","REFERENCE","ESGEN","ACHNA","ARAD","ANNUAL","ARFRI","BARTEM","CLEIST","CXDU","LEYM","ELCHN","MEADPF","MEADPG","NISB","PPFF","PPGG","SMBPG","STBA","STGBGL","STGR","STIPA","STKR","SRC","GOOD.ARTEMISIA","HIMTNMEADOWSPP","OTHER.ALLIUM","SHRUB","SUB.SHRUB","TREE","CXPED","NISB.1","POTAC","POTBI","PCT.FOLIAR.COVER","PCT.BARE.SOIL","SPECIES.COUNT","SITENAME","LINEID","TOTALWTHECTARE","RC.Class","state.Class"
"1314",1322,2014,"UM-TSOGT-OVOO","NAIZ-ERJIN","UM-Tsogt-Ovoo / Naiz-Erjin","I","sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0.75,NA,NA,NA,0,0,NA,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,19.75,71.5,5,"Umnugovi-Tsogt-Ovoo",1,79.20185089,"I","1"
"1315",1323,2014,"UM-TSOGT-OVOO","ZAMIIN SHAND-ZAVAG","UM-Tsogt-Ovoo / Zamiin shand-Zavag","III","Sandy ",16,2,2.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0.25,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,18.5,75,5,"Umnugovi-Tsogt-Ovoo",1,126.4029465,"IV","3"
"1316",1324,2014,"UM-TSOGTTSETSII","BILGEH-ZALAA","UM-Tsogttsetsii / Bilgeh-Zalaa","I","sandy ",16,1,1.1,1,"Yes","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,0,0.25,0,4,0.5,0,0,0,0,0,0.25,0,0,0,10.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,24,50,9,"Umnugovi-Tsogttsetsii",1,16.60038948,"I","1"
"1317",1325,2014,"UM-TSOGTTSETSII","SIIRST-TSATGALAN","UM-Tsogttsetsii / Siirst-Tsatgalan","I","sandy ",16,1,1.1,1,"Yes","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0.25,0.5,0,4.25,NA,NA,NA,0,0,NA,0,0,0,0,9.5,0,0,0,0,0,0,4.75,0,0,0,NA,NA,NA,NA,20.75,56.25,9,"Umnugovi-Tsogttsetsii",1,13.40031338,"I","1"
"1318",1326,2014,"UM-TSOGTTSETSII","TSAGAAN-OVOO-TAWANTOLGOI","UM-Tsogttsetsii / Tsagaan-Ovoo-Tawantolgoi","I","Sandy ",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0.5,NA,NA,NA,0,0,NA,0,0,0,0,8.75,0,0,0,0,0,0,0.5,0,0,0,NA,NA,NA,NA,21,34.5,8,"Umnugovi-Tsogttsetsii",1,22.20052147,"I","1"
"1319",1327,2014,"UM-TSOGTTSETSII","UGUUMUR-HASHAALAAGUI TALBAI","UM-Tsogttsetsii / Uguumur-Hashaalaagui talbai","I","Sandy ",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,0,0.75,0,2,0.75,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,17,49.75,9,"Umnugovi-Tsogttsetsii",1,5.400126457,"I","1"
"1320",1328,2014,"UV-BARUUNTURUUN","BAYN AIRAG","UV-Baruunturuun / Bayn airag","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0.5,15,0,0,15,0,0,0,0,0,13.5,0,48.75,19.75,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,13.25,90,6.25,12,"Uvs-Baruunturuun",1,657.4153442,"I","1"
"1321",1329,2014,"UV-BARUUNTURUUN","HERBIIN GANGA","UV-Baruunturuun / Herbiin ganga","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,4.25,0,0,0.75,0,0,0,0,0,6.75,0,35.25,0,0,0,0,21.5,0,0,0,0,0,2.25,0,0,0,0,2,71.75,23,11,"Uvs-Baruunturuun",1,495.4115906,"I","1"
"1322",1330,2014,"UV-BARUUNTURUUN","NISEHIIN DENJ","UV-Baruunturuun / Nisehiin denj","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,7.75,7.75,0,0,0,0,0,0,0,0,27.25,4.25,4,0,0,0,0,14.5,0,0,0,0,0,2,0,0,0,0,22.25,65.25,24.75,11,"Uvs-Baruunturuun",1,168.8039398,"I","1"
"1323",1331,2014,"UV-BARUUNTURUUN","SHAD","UV-Baruunturuun / Shad","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,7.5,0,0,8.25,0,0,0,0,0,5.75,0,18,41.75,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,5.75,75.25,17.5,10,"Uvs-Baruunturuun",1,793.4186401,"I","1"
"1324",1332,2014,"UV-BARUUNTURUUN","ZVVNTURUUN","UV-Baruunturuun / Zvvnturuun","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,20,0,0,0.5,0,0,0,0,0,14,0,16.5,0,0,0,0,30.5,0,0,0,0,0,1.25,0,0,0,0,14,68.75,21.5,9,"Uvs-Baruunturuun",1,419.8097839,"I","1"
"1325",1333,2014,"UV-BUHMURUN","HAR HADIIN DENJ-1","UV-Buhmurun / har hadiin denj-1","III","Sandy loam",8,2,2.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,15.25,0,0,0.5,0,0,0,0,0,3.25,0,3.75,0,0,0,0,13.25,0,0,0,0,0,0,0,6.25,0,0.75,0,46.25,15,9,"Uvs-Buhmurun",1,282.4066162,"IV","4"
"1326",1334,2014,"UV-BUHMURUN","HUH TOLGOI","UV-Buhmurun / huh tolgoi","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,NA,3.5,0.25,0,0,NA,NA,NA,0,0,NA,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,24.25,34.75,5,"Uvs-Buhmurun",1,158.8037262,"I","1"
"1327",1335,2014,"UV-BUHMURUN","MUST","UV-Buhmurun / must","I","Gravelly",24,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,NA,0,8.75,0,0,NA,NA,NA,0,0,NA,16,0,2.25,0,20.75,0,0,8.25,1,0,0,0,0,2.5,0,NA,NA,NA,NA,50,17.5,11,"Uvs-Buhmurun",1,110.6025925,"I","1"
"1328",1336,2014,"UV-DAVST","CHULUUN HASHAA","UV-Davst / Chuluun hashaa","I","Gravelly",11,1,1.1,1,"Yes","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,0,4.5,0,5.75,0.75,0,0,0,0,0,11.75,0,0,0,20.5,0,0,9.5,2,12.75,0,0,0,0,0,4,0,0,6.5,62.5,28.5,13,"Uvs-Davst",1,191.2044678,"I","1"
"1329",1337,2014,"UV-DAVST","SHAR TOLGOI","UV-Davst / Shar tolgoi","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,NA,0,23.75,0,4.25,NA,NA,NA,0,0,NA,0.25,0,0,0,0,0,0,60,0,13.5,0,0,0,0,0,NA,NA,NA,NA,84.25,8.75,8,"Uvs-Davst",1,755.6176758,"I","1"
"1330",1338,2014,"UV-DAVST","SHAVART","UV-Davst / Shavart","I","High water table",13,1,1.1,1,"Yes","ACSP/SCHI dominated solonchak in HWT ESG, Semidesert steppe",0,0,0,0,0,0,59.75,0,0,0,0,0,5.75,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,14.5,0,0,0.5,74,19,7,"Uvs-Davst",1,NA,"II","2"
"1331",1339,2014,"UV-DAVST","SUUG","UV-Davst / Suug","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0.75,0,0,0,16.25,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,46.5,24.25,4,"Uvs-Davst",1,47.80111694,"I","1"
"1332",1340,2014,"UV-DAVST","TORHILOG","UV-Davst / Torhilog","I","High water table",13,1,1.1,1,"Yes","ACSP/SCHI dominated solonchak in HWT ESG, Semidesert steppe",0,0,0,0.5,0,0,55.5,0,0,0,1,0,17.5,0.25,0.75,0,0,0,0,0,1,1.25,0,0,0,0,0,6.75,0,0,14.5,72.75,23.5,11,"Uvs-Davst",1,234.0054779,"II","2"
"1333",1341,2014,"UV-HOVD","BOGDIIN GANYY","UV-Hovd / Bogdiin ganyy","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,5,0,25.75,0,0,0,0,0,0,1.25,2.25,0,0,0,0,0,6,0,0,0,0,0,0,0,5.5,0,0,0,46,45.25,10,"Uvs-Hovd",1,231.4054108,"III","3"
"1334",1342,2014,"UV-HOVD","HAR UZUUR","UV-Hovd / Har uzuur","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,0,6.75,0,22.25,0,0,0,0,0,0,5.25,9.25,0.5,0,0,0,0,7.5,0,0,0,0,0,0,0,1.75,0,0,0,53,36,9,"Uvs-Hovd",1,215.4050293,"I","1"
"1335",1343,2014,"UV-HOVD","HAR YLAANII BEL","UV-Hovd / Har ylaanii bel","I","Sandy",19,1,1.1,1,"Yes","Desert rangeland with shrubs in Sandy ESG, Desert",0,0,11,0.5,0,0,6.75,0,0,0,0,0,10,8.25,0.25,0,0,0,0,8,0,0,0,0,0,0,0,4.25,0,0,0,49.5,46.5,13,"Uvs-Hovd",1,252.405899,"I","1"
"1336",1344,2014,"UV-HOVD","SHAR DAL","UV-Hovd / Shar dal","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,1.75,0,0.5,0,0,0,0,0,0,5.5,2.75,6,0,0,0,0,51.5,0,0,0,0,0,0,0,2,0,0,0,72.25,26,11,"Uvs-Hovd",1,344.0080566,"I","1"
"1337",1345,2014,"UV-HYARGAS","BEL BULAG","UV-Hyargas / bel bulag","I","Loamy",2,1,1.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,0,28.5,0,0,1.75,0,0,0,0,0,7.75,26,0,0,0,0,0,11.75,0,0,0,0,0,0,0,0,0,0,7.75,62.75,24.5,8,"Uvs-Hyargas",1,457.4107056,"I","1"
"1338",1346,2014,"UV-HYARGAS","ENDERT","UV-Hyargas / Endert","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,2.5,16.5,0,0,0,0,0,0,0,0,6,22.75,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0.5,64,24.75,10,"Uvs-Hyargas",1,486.8113708,"I","1"
"1339",1347,2014,"UV-HYARGAS","NAIRT","UV-Hyargas / Nairt","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,8.5,8.25,0,0,0.25,0,0,0,0,0,0.5,36.25,0,0,0,0,0,0,0,0,0,0,0,8.25,0,0,0,0,0.5,56,24.25,9,"Uvs-Hyargas",1,481.4112549,"I","1"
"1340",1348,2014,"UV-HYARGAS","YLAANII GANYY","UV-Hyargas / Ylaanii ganyy","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,9.5,0,0,0,0,0,0,0,0,11,7.75,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,11,52.5,26,8,"Uvs-Hyargas",1,387.4090576,"I","1"
"1341",1349,2014,"UV-MALCHIN","BEL BYLAG","UV-Malchin / Bel bylag","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0.5,21.75,0,0,14,0,0,0,0,0,8.75,5.5,28.5,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,8.75,0,67.5,30.25,10,"Uvs-Malchin",1,333.4078064,"I","1"
"1342",1350,2014,"UV-MALCHIN","SHAVRIN YS","UV-Malchin / Shavrin ys","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,3.75,15.25,0,0,5.25,0,0,0,0,0,24,3.75,36.25,0,0,0,1,14.25,1,0,0,0,0.5,0,0,19,0,7.25,1,88.75,9.5,18,"Uvs-Malchin",1,410.009613,"I","1"
"1343",1351,2014,"UV-MALCHIN","TSAGAAN HYDAG","UV-Malchin / Tsagaan hydag","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,1.75,14.5,0,0,0,0,0,0,0,0,19.25,18.25,15.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,8.75,0,71.5,21.25,14,"Uvs-Malchin",1,663.4155273,"I","1"
"1344",1352,2014,"UV-MALCHIN","TSAGAAN TOLGOI","UV-Malchin / Tsagaan tolgoi","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,1,1.25,0,0,20.25,0,0,0,0,0,47.5,0.75,38.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,37.5,8,85.75,13,17,"Uvs-Malchin",1,283.206604,"I","1"
"1345",1353,2014,"UV-MALCHIN","ZAMIIN YS","UV-Malchin / Zamiin ys","I","Loamy",2,1,1.1,1,"Yes","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0.25,20,0,0,24.5,0,0,0,0,0,15,3.75,26.25,0,0,0,0,1.25,0,1,0,0,0,0,0,0,0,7.75,0,74.75,25,16,"Uvs-Malchin",1,383.2089844,"I","1"
"1346",1354,2014,"UV-NARANBULAG","BUUM","UV-Naranbulag / Buum","II","Loamy",15,1,1.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,NA,2.25,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,20.25,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,22.75,1.5,4,"Uvs-Naranbulag",1,86.80203247,"I","1"
"1347",1355,2014,"UV-NARANBULAG","JAAJAAN HOIT ZOO","UV-Naranbulag / Jaajaan hoit zoo","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,4.25,0,0,0,0,0,0,0,0,31.5,1.25,23.75,0,0,0,0,0,0,0,0,0,0,0,0,38.25,0,6.5,2.25,96.5,0.25,22,"Uvs-Naranbulag",1,915.2213745,"III","2"
"1348",1356,2014,"UV-NARANBULAG","SHAR NUUR","UV-Naranbulag / Shar nuur","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,14.25,0,0,0,0,0,0,0,0,16.5,0.25,0,0,0,0,0,3.5,NA,0,0,0,0,1,0,16,0,5.25,0,62.25,23.25,11,"Uvs-Naranbulag",1,56.80133057,"III","2"
"1349",1357,2014,"UV-NARANBULAG","TATAAL","UV-Naranbulag / Tataal","I","sandy loam",12,1,1.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,9.25,0,0,0,0,0,0,0,0,0,1.25,0.5,0,0,1.5,0,0,13,NA,3,0,0,0,0,0,2,0,1.25,0,31,29.75,10,"Uvs-Naranbulag",1,430.210083,"I","1"
"1350",1358,2014,"UV-SAGIL","AJIIN HUDUU","UV-Sagil / Ajiin huduu","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,1,8.75,31.75,1,0,0,0,0,0,0,0,0,1.75,6.25,0,0,0,0,13,2,0,0,0,0,0,0.75,0,0,0,0,66.5,32.5,9,"Uvs-Sagil",1,214.0050049,"IV","4"
"1351",1359,2014,"UV-SAGIL","GYRVAN BYLGIIN HOTGOR","UV-Sagil / Gyrvan bylgiin hotgor","III","Gravelly",11,2,2.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,NA,8.25,0.5,0,0,NA,NA,NA,0,0,NA,14.75,0,0,0,5.75,0,0,0,NA,0,0,0,0,5.25,1,NA,NA,NA,NA,31.75,62.25,9,"Uvs-Sagil",1,169.4039612,"IV","3"
"1352",1360,2014,"UV-SAGIL","HAR MODIIN DENJ","UV-Sagil / Har modiin denj","II","Gravelly",11,2,2.1,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,0,1,0,0,0,0,0,0,0,0,29.75,8.75,0,0,0,0,0,7.25,NA,0,0,0,0,0,3.25,0,0,0.75,25.5,42.5,54.75,9,"Uvs-Sagil",1,163.4038239,"IV","3"
"1353",1361,2014,"UV-SAGIL","HETSUUGIIN NARAN","UV-Sagil / Hetsuugiin naran","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,13,0,0,0,0,0,0,0,0,19,1.25,22.25,0,0,0,0,10.25,2,0,0,0,0,0,0.25,0,0,0,18.25,71.5,27.5,8,"Uvs-Sagil",1,171.2039948,"III","3"
"1354",1362,2014,"UV-SAGIL","TSAGAAN GOL","UV-Sagil / Tsagaan gol","II","Gravelly",11,2,2.1,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,2,0,0,0,0,0,0,0,0,0,7.5,16.75,0,0,3.25,0,0,7.25,NA,0,0,0,0,0,0,0,0,0,6.5,38.5,61.25,10,"Uvs-Sagil",1,172.0040283,"I","1"
"1355",1363,2014,"UV-TARIALAN","HABCHIGIIN EHEN","UV-Tarialan / Habchigiin ehen","III","Gravelly",1,2,2.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,8,22,0,0,0,0,0,0,0,0,15.75,5.25,10.75,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9.25,71.25,11,10,"Uvs-Tarialan",1,270.0063171,"I","1"
"1356",1364,2014,"UV-TARIALAN","HABTGAI","UV-Tarialan / Habtgai","III","Gravelly",24,2,1.1,1,"Yes","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,NA,0,5.5,0,0,NA,NA,NA,0,0,NA,12.5,10.25,0.5,0,0,0,0,3.5,0,0,0,0,0,0,0,NA,NA,NA,NA,53.5,15.25,10,"Uvs-Tarialan",1,354.4082947,"I","1"
"1357",1365,2014,"UV-TARIALAN","HUREN HAD","UV-Tarialan / Huren had","I","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,4.25,12.75,0,0,0,0,0,0,0,0,0.75,0,0,0,31.25,0,0,11,0,0,0,0,0,0,0,0,0,0,0.75,58.25,36.5,7,"Uvs-Tarialan",1,371.4086914,"I","1"
"1358",1366,2014,"UV-TARIALAN","NUTSGENII ZOO","UV-Tarialan / Nutsgenii zoo","II","Gravelly",11,2,2.1,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,0,20.75,0,0,0,0,0,0,0,0,5.75,1.5,0,0,14.25,0,0,17.5,0,0,0,0,0,2.75,0,0,0,0,5.75,61,17.5,8,"Uvs-Tarialan",1,161.603775,"I","1"
"1359",1367,2014,"UV-TARIALAN","TAHILT","UV-Tarialan / Tahilt","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,0,7,0,0,0.75,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,37.25,5,"Uvs-Tarialan",1,124.4518127,"II","2"
"1360",1368,2014,"UV-TES","GANTS TOLGOI","UV-Tes / Gants tolgoi","III","sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,6.5,0,0,4.25,0,0,0,0,0,0,0,0,22,0,NA,NA,NA,NA,33.25,58.25,7,"Uvs-Tes",1,703.0164795,"II","2"
"1361",1369,2014,"UV-TES","GUURIIN AM","UV-Tes / Guuriin am","I","High water table",13,1,1.1,1,"Yes","ACSP/SCHI dominated solonchak in HWT ESG, Semidesert steppe",0.75,0,2.25,0,0,0,0,28.25,28.25,0,0,0,21.75,0,0,0,0,0,0,33,0,1.25,0,0,0,0,0,0,0,0,0,88.5,4.5,15,"Uvs-Tes",1,3039.270996,"I","1"
"1362",1370,2014,"UV-TES","GYRVAN BYLAG","UV-Tes / Gyrvan bylag","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,3.25,0,0,15.75,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,21.75,77,4,"Uvs-Tes",1,310.0072632,"I","1"
"1363",1371,2014,"UV-TES","HASHAALAAGUI TALBAI","UV-Tes / Hashaalaagui talbai","II","High water table",10,2,2.1,2,"No","ACSP dominated solonchak in HWT ESG, Steppe",0.25,0,0,0,0,0,0,5.25,5.25,0,0,0,1.25,7.75,0,0,0,0,0,13.75,0,0,0,0,0,0,0,0,0,0,0,29.25,65,10,"Uvs-Tes",1,269.0062866,"I","1"
"1364",1372,2014,"UV-TES","IH GATLAGA","UV-Tes / Ih gatlaga","I","sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0.25,0,0,0,0,0,0,0.5,0.5,0,0,0,1.5,11.5,0,0,26,0,0,2.25,0,0,0,0,0,0.75,0,0,0,1,0,44,53.5,11,"Uvs-Tes",1,575.0134888,"I","1"
"1365",1373,2014,"UV-TSAGAANHAIRHAN","ELSNII BYLAG","UV-Tsagaanhairhan / Elsnii bylag","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,7.25,0,0,26.25,0,0,0,0,0,2.75,6.25,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.75,29,6,"Uvs-Tsagaanhairhan",1,552.2129517,"I","1"
"1366",1374,2014,"UV-TSAGAANHAIRHAN","HASHAAT/BODOCH/","UV-Tsagaanhairhan / Hashaat/Bodoch/","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0.5,12.75,0,0,54,0,0,0,0,0,6.25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,82.5,15.25,6,"Uvs-Tsagaanhairhan",1,501.2117004,"I","1"
"1367",1375,2014,"UV-TSAGAANHAIRHAN","MODOT","UV-Tsagaanhairhan / Modot","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,10.75,17.75,0,0,17.25,0,0,0,0,0,21.75,0.25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,72.75,24.5,11,"Uvs-Tsagaanhairhan",1,390.6091309,"III","2"
"1368",1376,2014,"UV-TSAGAANHAIRHAN","MUNDUUHUU","UV-Tsagaanhairhan / Munduuhuu","I","Loamy",2,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,0,0,0,26.25,0,0,0,0,0,13.75,0,43.5,0,0,0,0,1,0,0,0,0,0,2.5,0,0,0,0,0,77.25,10,7,"Uvs-Tsagaanhairhan",1,623.614563,"I","1"
"1369",1377,2014,"UV-TSAGAANHAIRHAN","TURGEN","UV-Tsagaanhairhan / Turgen","IV","Loamy",2,3,3.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,5.75,31.5,0,0,0,0,0,0,0,0,4.25,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,63.5,30.25,6,"Uvs-Tsagaanhairhan",1,254.0059357,"III","2"
"1370",1378,2014,"UV-TURGEN","DOHIYR","UV-Turgen / Dohiyr","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,5,20.5,0,0,7.75,0,0,0,0,0,16.25,7.75,2.25,0,0,0,0,16.25,0,0,0,0,2.5,0,0,0,0,2,2.75,77.25,18.25,26,"Uvs-Turgen",1,981.822998,"I","1"
"1371",1379,2014,"UV-TURGEN","GOBI ELJGENE","UV-Turgen / Gobi eljgene","II","sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,4,26.5,0,0,2.5,0,0,0,0,0,10.75,4,1.5,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,2.5,0,63,25.5,18,"Uvs-Turgen",1,761.7347412,"I","1"
"1372",1380,2014,"UV-TURGEN","GOLIIN UMNU HUBUU","UV-Turgen / Goliin umnu hubuu","I","Loamy",2,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",1.5,0,8.5,19,0,0,3,0,0,0,0,0,12.75,6.5,0.5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,61.75,24,15,"Uvs-Turgen",1,534.0124512,"I","1"
"1373",1381,2014,"UV-TURGEN","HYBHAI EMEELT","UV-Turgen / Hybhai emeelt","I","Gravelly",7,1,1.1,1,"Yes","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",2,0,0,10.25,0,0,3.75,0,0,0,0,0,9,9.75,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,34.25,55.5,13,"Uvs-Turgen",1,489.2114563,"III","2"
"1374",1382,2014,"UV-TURGEN","TSUNHEG YYL","UV-Turgen / Tsunheg yyl","II","Gravelly",1,2,2.1,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,1.5,16.25,0,0,1.5,0,0,0,0,0,7.75,12.25,0,0,0,0,0,17.25,0,0,0,0,1,0,0,0,0,3,0.5,50,41.75,16,"Uvs-Turgen",1,152.4035645,"I","1"
"1375",1383,2014,"UV-ULAANGOM","ADARGANA","UV-Ulaangom / Adargana","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,1.5,0,0,0,0,16,0,0,0,0,0,NA,NA,NA,NA,18.25,55.75,4,"Uvs-Ulaangom",1,449.2105103,"II","2"
