"","�..","YEAR","SITEID","PLOTID","SITE.PLOT","RC_INTERP","ESG","STM","STATE_INTERP","PHASE_INTERP","REFERENCENUM","REFERENCE","ESGEN","ACHNA","ANNUAL","ARAD","ARFRI","BARTEM","CLEIST","CXDU","LEYM","ELCHN","MEADPF","MEADPG","NISB","PPFF","PPGG","SMBPG","STBA","STGBGL","STGR","STIPA","STKR","SRC","DRYLAND.CAREX","GOOD.ARTEMISIA","HALOPHYTIC.SHRUB","HIMTNMEADOWSPP","MEADOW.CAREX","OTHER.ALLIUM","OTHER.CAREX","SHRUB","SUB.SHRUB","TREE","XEROPHYTIC.SHRUB","CXPED","POTAC","POTBI","PCT.FOLIAR.COVER","PCT.BARE.SOIL","SPECIES.COUNT","TOTALWTHECTARE","RC.Class","state.Class"
"638",638,2015,"GS-SHIVEEGOBI","TOGOO BULAG","GS-Shiveegobi / Togoo bulag","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,1.75,0.5,1.75,0,0,0,0,0,0,0,1.75,0.5,0.75,0,0,0,0,0,0,0,0,0,0,7.5,0.75,0,0,0,0,0.25,7.5,0,1,41.75,58,11,192.8045044,"III","3"
"639",639,2015,"GS-SHIVEEGOBI","TSOORHOI","GS-Shiveegobi / Tsoorhoi","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,3.75,0,3.25,0,0,0,0,0,0,0,0,6.25,2.25,0,0,16,0,0,0,0,0,0,0,0,40,0.25,0,0,0,0,4.25,40,0,0.75,69.5,30.5,13,103.0024109,"I","1"
"640",640,2015,"GS-SUMBER","AR JARGALANT","GS-Sumber / Ar jargalant","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,3,0.5,10.25,0.5,0,0,0,0,0,0,0,5.5,5.75,0,0,0,0,0,5.25,0,0,0,0,0,18.25,0.5,0,0,0,0,0,18.25,0,0.25,45.5,49,12,79.15583038,"IV","4"
"641",641,2015,"GS-SUMBER","GASHUUN","GS-Sumber / Gashuun","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,6.75,3,0,3,0,0,0,0,0,0,0,11.25,24.75,0,0,0,0,0,41.5,1,0,0,0,0,0,1.25,0,0,0,0,0.75,0,0,10.25,78,21,12,100.906868,"I","1"
"642",642,2015,"GS-SUMBER","SHAR-HAD","GS-Sumber / Shar-had","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,3.75,14.75,0,14.75,0,0,0,0,0,0,0,0.5,21.75,0,0,0,0,0,55.25,0,0,0,0,0,0,3.5,0,0,0,0,0.25,0,0,0.5,86,12,11,536.8245239,"I","1"
"643",643,2015,"GS-SUMBER","TSAGAAN TOLGOI","GS-Sumber / Tsagaan tolgoi","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, Steppe",0,10.75,NA,1,0,0,NA,0,0,0,0,NA,13,15.25,0,0,0,40,0,0,0,0,0,0,0,0,0.5,0,0,0,0,5.75,NA,NA,NA,84.5,15.5,12,391.7428894,"I","1"
"644",644,2015,"GS-SUMBER","URD UHAA","GS-Sumber / urd uhaa","IV","Sandy loam",8,3,3.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,12,0.25,0,0.25,0.25,0,0,0,0,0,0,2.25,13.5,0,0,0,0,0,0.75,NA,0,0,0,0,0,12.75,0,0,0,0,3.25,0,0,0,42.75,51.25,15,244.4188538,"III","3"
"645",645,2015,"HE-BATNOROV","BAYNII HOOLOI","HE-Batnorov / Baynii hooloi","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,2.25,27.25,5.25,27.25,0,32.25,4,4,0,0,0,2.25,1,0,0,0,0,0,4.75,1,32.25,0,0,0,0,0,0,0,0,0,1.75,0,0,0,76.75,13,12,155.0036316,"III","2"
"646",646,2015,"HE-BATNOROV","SALHITIIN ENGER","HE-Batnorov / Salhitiin enger","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,1,13.5,3.25,13.5,0,53,5,5,0,0,0,0.75,7.75,0,0,0,0,0,7.75,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,83.25,11.5,10,257.8059998,"III","3"
"647",647,2015,"HE-BATNOROV","SHANAGAN","HE-Batnorov / Shanagan","III","Sandy loam",6,3,3.1,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,2,11,2,0,26.75,7.75,7.75,0,0,0,0.5,1.25,0,0,0,8,0,0,1,26.75,0,0,0,0,0,0,0,0,0,15.75,0,0,0,69.5,12.75,9,133.6031342,"II","2"
"648",648,2015,"HE-BATNOROV","SODIIN HOOLOI","HE-Batnorov / Sodiin hooloi","III","Sandy loam",6,3,3.1,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,1.25,5.5,1.25,0,19.75,24,24,0,0,0,6,5.5,0,0,0,10.5,0,0,1,19.75,0,0,0,0,3,0,0,0,0,0,0,1.5,0,72,9.25,11,570.2133789,"II","2"
"649",649,2015,"HE-BATNOROV","TSAMHAGIIN HUNDII","HE-Batnorov / Tsamhagiin hundii","i","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,1,1.5,15.5,1.5,0,18.5,7,7,0,0,0,1.25,9.75,0,0,0,40.75,0,0,1,18.5,0,0,0,0,0,0,0,0,0,1,0,0,0,78.25,20.75,12,313.807373,"I","1"
"650",650,2015,"HE-BATNOROV","ZURHIIN BURD","HE-Batnorov / Zurhiin burd","i","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0.25,7.25,3.25,7.25,0,43,17.75,17.75,0,0,0,2.25,2.5,0,0,0,8,0,0,1,43,0,0,0,0,0,0,0,0,0,2.25,0,0,2.25,81.75,6,11,510.8119812,"II","2"
"651",651,2015,"HE-BATSHIREET","GODIGOR","HE-Batshireet / Godigor","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,1,0,3.25,0.75,0,82.25,0,0,0,0,0,90,6.5,20.5,0,0,0,0,0,0,82.25,0,0,0,0,0,0,0,0,0,0,0,4.75,0,90.5,9.5,12,409.2095642,"I","1"
"652",652,2015,"HE-BATSHIREET","HASHAALAAGUI TALBAI","HE-Batshireet / Hashaalaagui talbai","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1.5,0,14.5,0,0,43.75,0,0,0,0,0,41.5,23.75,54.25,28,0,0,0,0,0,43.75,0,0,0,0,0,0,0,0,0,0,0,15.5,0,86.75,13.25,13,314.2073669,"III","2"
"653",653,2015,"HE-BATSHIREET","SHAR GORHI","HE-Batshireet / Shar gorhi","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,0,0,6.5,0,0,36.25,18,18,0,0,0,21.5,15.25,43,20.25,0,0,0,0,0,36.25,0,0,0,0,0,0,3.25,0,0,0,0,9,0,73.75,25.75,12,462.4108276,"II","2"
"654",654,2015,"HE-BATSHIREET","TSAGAAN US","HE-Batshireet / Tsagaan us","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,0,0,0,0,13,13,0,0,0,7.25,8.5,2,4.25,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,1.25,0,60.25,39.75,9,273.4064026,"III","2"
"655",655,2015,"HE-BAYAN-ADARGA","ARANGATIIN ADAG","HE-Bayan-Adarga / Arangatiin adag","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0.75,0,54.25,0,0,15.25,14.75,14.75,0,0,0,10.75,17,4,0.75,0,0,0,0,1,15.25,0,0,0,0,0,0,0,0,0,0,0,4.25,0.25,87.25,8.25,20,242.6056824,"III","2"
"656",656,2015,"HE-BAYAN-ADARGA","DUNDAHIIN ADAG","HE-Bayan-Adarga / Dundahiin adag","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1.25,0,24.5,0,0,19.5,21.25,21.25,0,0,0,18.25,25.5,1.25,16.5,0,0,0,0,1,19.5,0,0,0,0,0,0,0,0,0,0,0,9.25,5,89.5,6,16,491.0115051,"III","2"
"657",657,2015,"HE-BAYAN-ADARGA","NARIIN HONDIIN ADAG","HE-Bayan-Adarga / Nariin hondiin adag","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1,0.25,28,0.25,0,22.75,22.5,22.5,0,0,0,15.75,24,0,9,0,0,0,0,1,22.75,0,0,0,0,0,0,0,0,0,0,0,12.25,0,87,8,13,235.0054932,"III","2"
"658",658,2015,"HE-BAYAN-ADARGA","NARSNII BARUUN SANCHIG","HE-Bayan-Adarga / Narsnii baruun sanchig","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0.5,10.5,0.5,0,10.75,0.5,0.5,0,0,0,53,12.75,13.5,3,0,0,0,0,1,10.75,0,0,0,0,0,0,0,1.5,0,5.5,0,11.25,0.5,88.75,8,19,495.4115906,"III","2"
"659",659,2015,"HE-BAYAN-OVOO","HADTAI","HE-Bayan-Ovoo / Hadtai","I","Sandy loam",6,1,1.1,1,"Yes","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,1,0.25,31,0.25,0,0,18.75,18.75,0,0,0,12.5,27,0,0,0,45.75,0,0,0,0,0,0,0,25.75,3.75,0,0,0,0,2.5,25.75,0,6.25,97.5,0.25,19,941.2220459,"I","1"
"660",660,2015,"HE-BAYAN-OVOO","HOH DEV","HE-Bayan-Ovoo / Hoh dev","II","Sandy loam",6,2,2.1,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0.25,10.25,20.75,10.25,0,0,2,2,0,0,0,0.75,23.75,0,0,0,22,0,0,0,0,0,0,0,61.5,1,0,0,0,0,0,61.5,0,0,96.75,NA,12,463.8108215,"I","1"
"661",661,2015,"HE-BAYAN-OVOO","JAVHLANT","HE-Bayan-Ovoo / Javhlant","II","Sandy loam",6,2,2.1,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,15,0.75,15,0,0,20.5,20.5,0,0,0,2.25,32.75,0,0,0,0.25,0,0,0,0,0,0,0,65,0,0,0.5,0,0,1,65,0,0.25,96.5,NA,11,559.2130737,"II","2"
"662",662,2015,"HE-BAYAN-OVOO","TOMSTEI","HE-Bayan-Ovoo / Tomstei","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,1.5,8.25,1.5,0,0,53.25,53.25,0,0,0,6.5,16,0,0,0,35.5,0,0,0,0,0,0,0,43.75,0.75,0,0,0,0,0,43.75,0,1.5,98.5,NA,13,896.8209839,"I","1"
"663",663,2015,"HE-BAYANHUTAG","DELGEREH","HE-Bayanhutag / Delgereh","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0.25,4.75,9.5,4.75,0,37.25,9,9,0,0,0,4,25.5,0,0,0,0,0,14,1,37.25,0,0,0,0,0,0,0,0,0,0,0,0,0,83.75,11.75,14,232.8054504,"III","3"
"664",664,2015,"HE-BAYANHUTAG","HUIST TOLGOI","HE-Bayanhutag / Huist tolgoi","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,1.75,18.25,0,18.25,0,48.75,16.25,16.25,0,0,0,0.5,2,0,0,0,0,0,7.5,1,48.75,0,0,0,0,0,0,0,0,0,0,0,0,0,81.75,12.75,9,287.4067078,"III","2"
"665",665,2015,"HE-BAYANHUTAG","MONHOT","HE-Bayanhutag / Monhot","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,29.5,0.25,7.75,1.25,0,55.25,1.25,1.25,0,0,0,0,2.25,0,0,0,0,0,9.5,1,55.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,86.5,9.75,12,439.4102783,"III","2"
"666",666,2015,"HE-BAYANHUTAG","TARVAGATAI","HE-Bayanhutag / Tarvagatai","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,31,8,0,8,0,6.75,5.25,5.25,0,0,0,0.25,8,0,0,0,43.75,0,0,1,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,81.25,9.75,10,305.8071289,"I","1"
"667",667,2015,"HE-BAYANMUNH","DERSTII","HE-Bayanmunh / Derstii","i","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,3,3.25,3,0,0,2.5,2.5,0,0,0,0,0.75,0,0,0,0,0,24,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,66.25,6,119.802803,"I","1"
"668",668,2015,"HE-BAYANMUNH","HAVCHUU","HE-Bayanmunh / Havchuu","III","Sandy loam",6,3,3.1,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,3.5,1.75,3.5,0,0,1.75,1.75,0,0,0,0.75,2.25,0,0,0,37.5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,52.5,8,313.0073242,"I","1"
"669",669,2015,"HE-BAYANMUNH","HONGORIIN UHAA","HE-Bayanmunh / Hongoriin uhaa","III","Sandy loam",6,3,3.1,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,41,0.5,41,0,0,1.25,1.25,0,0,0,0.25,0.25,0,0,0,15.25,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,41,7,458.0107117,"III","3"
"670",670,2015,"HE-BAYANMUNH","TALIIN US","HE-Bayanmunh / Taliin us","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,16.25,2.5,16.25,0,1.25,8,8,0,0,0,0.5,0,0,0,0,0,0,34.5,NA,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,59.25,40.75,7,312.2073364,"I","1"
"671",671,2015,"HE-BINDER","BELCHIR NUUR","HE-Binder / Belchir nuur","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,13.5,0,4.75,0,0,39.75,18.25,18.25,2,0,0,15.75,4.25,0,18,0,0,0,0,0,39.75,0,0,0,0,0.5,0,0,0,0,0,0,2.25,0,79.5,3.25,20,310.4072571,"III","2"
"672",672,2015,"HE-BINDER","EREEN TOLGOIN DEV","HE-Binder / Ereen tolgoin dev","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,3,0,17.75,0,0,57.75,4.5,4.5,0,0,0,5.5,15.25,0,2.75,0,0,0,0,0,57.75,0,0,0,0,1,0,3,0,0,0.5,0,0.25,0,81.5,7.75,15,367.008606,"III","2"
"673",673,2015,"HE-BINDER","NUURIIN UHAA","HE-Binder / Nuuriin uhaa","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0.25,0,36.25,0,0,60.25,4.5,4.5,0,0,0,5.25,2.5,0,3.5,0,0,0,0,0,60.25,0,0,0,0,1.75,0,0,0,0,0.25,0,2.25,0,86,10,13,166.4038849,"III","2"
"674",674,2015,"HE-BINDER","OVGON SANSRIIN HOSHYY","HE-Binder / Ovgon sansriin hoshyy","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"675",675,2015,"HE-BINDER","SHUUSIIN GOL","HE-Binder / Shuusiin gol","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,1.25,0,5.25,0,0,17.5,14.75,14.75,0,0,0,17.25,3,5.25,17.25,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,1.25,0,0,0,67,22.25,17,230.6053925,"III","2"
"676",676,2015,"HE-DADAL","CITIIN TASAG","HE-Dadal / Citiin tasag","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,1.5,0,19,0,0,10.5,0,0,3,0,0,29.75,20.5,2.25,42.75,0,0,0,0,0,10.5,2.75,0,0,5.25,0,0,0,0,0,0,5.25,0,8.5,100,NA,22,438.0102539,"I","1"
"677",677,2015,"HE-DADAL","HASHAALAAGUI TALBAI","HE-Dadal / Hashaalaagui talbai","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0,0,26.5,0,0,3.75,0,0,1.25,0,0,29.75,25,5.5,17.25,0,0,0,0,0,3.75,0,0,0,12.5,0,0,0,4.75,0,0,12.5,0,7,100,NA,20,356.4083252,"I","1"
"678",678,2015,"HE-DADAL","TENGELEG","HE-Dadal / Tengeleg","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,1.25,0,11.75,0,0,0.5,0,0,4.5,0,0,62.75,38.5,0,46,0,0,0,0,0,0.5,8.5,0,0,25.5,7,0,0,0,0,0,25.5,0,22,100,NA,28,2219.051758,"I","1"
"679",679,2015,"HE-DADAL","UUJIM","HE-Dadal / Uujim","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1.75,0,20.75,0,0,67.25,0,0,0.5,0,0,40.25,16.75,0,35.25,0,0,0,0,0,67.25,0.75,0,0,0,3,0,0,0,0,0,0,0,29.75,100,NA,17,828.0192871,"I","1"
"680",680,2015,"HE-DARHAN","BAYN- BULAG","HE-Darhan / Bayn- bulag","III","Sandy loam",8,2,2.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"681",681,2015,"HE-DARHAN","MERGEN-HUSHUU","HE-Darhan / Mergen-hushuu","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,1.5,1.75,1.5,0,0,22,22,0,0,0,0,6,0,0,0,0,0,17.75,1,0,0,0,0,11,0,0,0,0,0,0,11,0,0,57.75,20.5,9,170.4039764,"III","3"
"682",682,2015,"HE-DARHAN","SHANDANA-HAJUU","HE-Darhan / Shandana-hajuu","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,23,0,23,0,0,32.25,32.25,0,0,0,0,1.25,0,0,0,0,0,0,2,0,0,0,0,10.5,0,0,0,0,0,0,10.5,0,0,61,29.75,5,263.0061646,"III","3"
"683",683,2015,"HE-DARHAN","TALIIN HUDAG","HE-Darhan / Taliin hudag","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,1.5,9.5,1.5,0,0.25,0.25,0.25,0,0,0,0,12.5,0,0,0,54.75,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,74.25,15,9,386.2090149,"I","1"
"684",684,2015,"HE-DARHAN","ULAAN-UNDUR","HE-Darhan / Ulaan-Undur","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,5.75,0.75,5.75,0,0,23.25,23.25,0,0,0,0,9.25,0,0,0,27.75,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.75,13.75,8,360.8084412,"I","1"
"685",685,2015,"HE-DELGERHAAN","BELHIIN TOV","HE-Delgerhaan / Belhiin tov","II","Sandy loam",6,2,2.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,2.75,30.5,0,30.5,0,1.5,0,0,0,0,0,20.25,30,0,0,0,0,0,0,1,1.5,0,0,0,0,1.5,0,0,0,0,13.25,0,0,0,89.25,2.75,12,714.2166748,"II","2"
"686",686,2015,"HE-DELGERHAAN","HOLIIN NUUR","HE-Delgerhaan / Holiin nuur","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0.75,57,0,57,0,20,0,0,0,0,0,9,50.75,0,0,0,19.25,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,8.5,95,NA,9,602.4140625,"III","3"
"687",687,2015,"HE-DELGERHAAN","OORTSOG","HE-Delgerhaan / Oortsog","I","Sandy loam",6,1,1.1,1,"Yes","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,61.25,0,61.25,0,0,0,0,0,0,0,0,26.25,0,0,0,68,0,0,1,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,96.75,NA,6,1380.2323,"I","1"
"688",688,2015,"HE-GALSHAR","ARVINGIIN SHIREE","HE-Galshar / Arvingiin shiree","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,5.75,28.25,0,28.25,0,3.5,0,0,0,0,0,4.75,0.25,0,0,0,0,0,0,1,3.5,0,0,0,0,3.25,0,0,0,0,0.25,0,0,0.25,80.75,19.25,12,901.2210693,"IV","4"
"689",689,2015,"HE-GALSHAR","ENGER OLZIIT","HE-Galshar / Enger olziit","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,7.25,0,0,4.25,0,0,0,0,0,2,31.5,0,0,0,0,0,34.75,1,4.25,0,0,0,0,0,0,0,0,0,0.75,0,0,0,70.5,27.25,9,298.4069824,"I","1"
"690",690,2015,"HE-GALSHAR","GUCHINGIIN GOVI","HE-Galshar / Guchingiin govi","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,0,0,0,0,6.5,0,0,0,0,0,15,5.5,0,0,0,0,0,2.75,1,6.5,0,0,0,0,3.75,0,0,0,0,1.5,0,0,0.25,48,45.5,9,277.4064941,"II","2"
"691",691,2015,"HE-GALSHAR","HALIMIN EH","HE-Galshar / Halimin eh","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,14,2,0,2,0,19.25,0,0,0,0,0,2.25,39.25,0,0,0,0,0,21.5,1,19.25,0,0,0,0,0,0,0,0,0,0.5,0,0,1.25,82.25,14.75,11,275.4064331,"I","1"
"692",692,2015,"HE-GALSHAR","HOLBOOGIIN ENGER","HE-Galshar / Holboogiin enger","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0.25,0,0,0,0,12.5,0,0,0,0,0,7.5,2.75,0,0,0,0,0,1.75,1,12.5,0,0,0,0,2,0,0,0,0,1.25,0,0,0,62,37,9,440.2103271,"II","2"
"693",693,2015,"HE-GALSHAR","OVOONO BULAG","HE-Galshar / Ovoono bulag","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,20,0,0,0,0,18.25,0,0,0,0,0,5.5,55,0,0,0,0,0,2.75,1,18.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,84.75,13.75,12,467.6109009,"III","3"
"694",694,2015,"HE-HERLEN","GUULINGIIN SHIL","HE-Herlen / Guulingiin Shil","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0.75,0,23.25,0,0,23.5,2.5,2.5,0,0,0,3.5,1.75,0,0,0,31.25,0,0,0,23.5,0,0,0,0,1.25,0,0,0,0,0,0,0.5,2.5,77.75,1,13,206.4048157,"I","1"
"695",695,2015,"HE-HERLEN","MAANITIIN HUNDII","HE-Herlen / Maanitiin hundii","III","Sandy loam",6,3,3.1,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0.25,1.5,35.25,1.5,0,0,0,0,0,0,0,4,35.25,0,0,0,23.5,0,0,0,0,0,0,0,10.5,1.25,0,0,2.25,0,1,10.5,1.25,0,76.75,14.75,18,252.2059021,"I","1"
"696",696,2015,"HE-HERLEN","NISEHIIN TAL","HE-Herlen / Nisehiin tal","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,9.5,0,0,5.5,0,36.25,12.25,12.25,0,0,0,12.5,3,0,0,0,0.75,0,0,0,36.25,0,0,0,0,0,0,0,0,0,0,0,0,4,69.5,23.75,9,67.60157776,"II","2"
"697",697,2015,"HE-HERLEN","TSANATIIN HUNDII","HE-Herlen / Tsanatiin hundii","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,0,1.25,26,0,15.5,0,0,0,0,0,0.75,1.5,0,0,0,52.25,0,0,0,15.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,85,0.5,9,175.8041077,"I","1"
"698",698,2015,"HE-HERLENBAYANULAAN","BURGALTAI","HE-Herlenbayanulaan / Burgaltai","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0.5,0.25,0,0.25,0,0,2.5,2.5,0,0,0,23,20.25,0.5,0,0,0,0,4,0,0,0,0,0,6.5,13,0,0,0,0,2.25,6.5,0,0,63.75,32.75,18,342.2080078,"III","3"
"699",699,2015,"HE-HERLENBAYANULAAN","TARIA BRIGAD","HE-Herlenbayanulaan / Taria brigad","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,3,4.25,0,5.25,0,0,0,0,0,0,0,10.5,55.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,75.5,10,11,277.0065002,"III","2"
"700",700,2015,"HE-HERLENBAYANULAAN","TSAGAAN GUY","HE-Herlenbayanulaan / Tsagaan guy","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1,8,0,8,0,0,19.5,19.5,0,0,0,14.25,9.25,2,30,0,0,0,0,0,0,0,0,0,15.5,4,0,0,0,0,0.5,15.5,0.75,0.5,78.5,5.75,24,385.809021,"I","1"
"701",701,2015,"HE-JARGALTHAAN","GANTSIIN TAL","HE-Jargalthaan / Gantsiin tal","I","Sandy loam",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,5,0,14.5,0,0,0,15.5,15.5,0,0,0,13.25,11,0,3,0,0,0,0,0,0,0,0,0,16.75,0,0,0,0,0,0,16.75,12,1,66.25,32.75,12,185.0043182,"III","2"
